Order ID,Customer ID,Customer Country,Order Datetime,Order Source,Sales POC,Order Value
958196,1922,Spain,08-01-2023 00:48,Other,Maria Hernandez,3813
788263,759,USA,08-01-2023 01:04,App,Arnold Cruz,8883
1260670,1301,Spain,08-01-2023 01:08,Whatsapp,Rosa Hernandez,1655
1238511,433,India,09-01-2023 00:24,Whatsapp,Anna O'Hara,7820
1271055,1509,USA,09-01-2023 00:51,App,Georg Pipps,9159
1627081,741,USA,09-01-2023 01:36,Other,Valarie Nelson,5636
493111,1962,USA,09-01-2023 23:08,App,Marie Bertrand,6279
1212151,1139,USA,09-01-2023 23:33,Whatsapp,Sue King,374
899991,980,USA,09-01-2023 23:45,App,Leslie Murphy,4447
1055810,1362,Finland,09-01-2023 23:49,App,Maurizio Moroni,563
930811,1778,USA,09-01-2023 23:51,Other,Anna O'Hara,3666
610367,1096,Spain,10-01-2023 00:01,App,Yoshi Tannamuri,5230
537900,1009,USA,10-01-2023 00:17,Whatsapp,Anna O'Hara,3462
1389680,888,Denmark,10-01-2023 00:22,Whatsapp,Palle Ibsen,9670
1565544,1432,USA,10-01-2023 00:53,Whatsapp,Dan Lewis,1232
1219438,1051,Spain,10-01-2023 01:15,Website,Jytte Petersen,3777
414191,350,Germany,10-01-2023 23:00,Other,Paolo Accorti,6814
668693,27,USA,10-01-2023 23:11,Whatsapp,Victoria Ashworth,3654
1519463,266,USA,10-01-2023 23:28,Whatsapp,Valarie Nelson,5361
641229,781,Finland,10-01-2023 23:46,Whatsapp,Kyung Tseng,5740
1135081,48,USA,11-01-2023 00:03,Whatsapp,Violeta Benitez,7107
821575,1215,USA,11-01-2023 00:54,Website,Michael Donnermeyer,4655
619879,446,USA,11-01-2023 01:22,Other,Allen Nelson,2645
141306,249,USA,11-01-2023 01:46,Whatsapp,Mart¡n Sommer,9751
590748,1695,Spain,11-01-2023 22:40,Other,Sue Frick,4390
695237,520,Spain,11-01-2023 23:40,Website,Violeta Benitez,1232
1578400,1795,France,12-01-2023 00:01,Other,Julie Young,5568
982983,1842,Singapore,12-01-2023 00:34,App,Peter Ferguson,6411
867276,360,India,12-01-2023 01:03,App,Jean Fresnisre,6820
992535,1239,Spain,12-01-2023 22:55,Other,Elizabeth Devon,2549
58309,479,Finland,12-01-2023 23:35,Website,Mory Kentary,9668
951047,753,USA,12-01-2023 23:45,Whatsapp,Diego Freyre,1714
1203312,1047,Italy,12-01-2023 23:54,Website,Diego Freyre,5488
60635,723,Denmark,13-01-2023 00:07,Other,William Brown,2575
241334,864,USA,13-01-2023 00:39,Whatsapp,Akiko Shimamura,3422
1086327,62,USA,13-01-2023 01:58,App,Mart¡n Sommer,4910
825270,926,USA,13-01-2023 23:22,App,Paul Henriot,9917
480827,1498,Germany,14-01-2023 00:06,Website,Sue King,3032
389648,1360,Spain,14-01-2023 00:17,App,Diego Freyre,6153
1514182,992,USA,14-01-2023 00:18,App,Janine Labrune,4187
556930,1847,France,14-01-2023 00:23,Website,Martine Rance,1675
153794,887,USA,14-01-2023 00:27,Other,Adrian Huxley,3781
306798,132,Spain,14-01-2023 00:29,Whatsapp,Mary Saveley,291
936455,452,Spain,14-01-2023 00:46,Whatsapp,Wendy Victorino,9527
279106,104,Australia,14-01-2023 00:54,Website,Diego Freyre,4768
547144,1666,Spain,14-01-2023 01:02,App,Akiko Shimamura,5455
600465,1845,Finland,14-01-2023 01:38,Whatsapp,Valarie Nelson,4278
849992,445,USA,14-01-2023 23:01,Whatsapp,Mary Saveley,4522
464859,683,Australia,14-01-2023 23:38,Other,Steve Frick,6431
1622599,453,France,14-01-2023 23:51,App,Marta Hernandez,8568
454137,1687,Australia,15-01-2023 00:20,Whatsapp,Peter Ferguson,2431
974557,1874,USA,15-01-2023 01:08,Whatsapp,Kwai Yu,2721
196148,325,France,15-01-2023 01:09,Website,Marie Bertrand,8010
149310,1734,USA,15-01-2023 01:37,Other,Mart¡n Sommer,1340
367308,1355,Spain,15-01-2023 02:22,Other,Mary Saveley,6648
1453804,727,France,15-01-2023 22:36,App,Kalle Suominen,9801
911597,844,Italy,15-01-2023 22:54,Website,Valarie Nelson,5409
1256035,105,USA,15-01-2023 23:10,Whatsapp,Michael Holz,2774
288332,1069,Australia,16-01-2023 00:23,Website,Pirkko Koskitalo,610
763962,1590,Singapore,16-01-2023 00:27,Website,Dominique Perrier,4623
687698,814,USA,16-01-2023 00:45,App,Michael Holz,4616
1071701,1367,Italy,16-01-2023 00:53,Website,Julie Brown,1445
170046,242,USA,16-01-2023 00:57,App,Anna O'Hara,9317
1480961,550,USA,16-01-2023 01:04,Website,Eduardo Saavedra,8407
214073,336,Spain,16-01-2023 01:37,Whatsapp,Miguel Barajas,730
413305,294,France,17-01-2023 00:00,Other,Mart¡n Sommer,39
70020,1811,USA,17-01-2023 00:07,App,Jytte Petersen,7484
525405,796,Finland,17-01-2023 00:15,Website,Marie Bertrand,6640
440925,419,France,17-01-2023 00:19,Other,Kalle Suominen,8432
829148,1294,France,17-01-2023 00:34,Whatsapp,Sean Connery,2908
171420,614,USA,17-01-2023 00:51,Website,Martine Rance,8738
1503619,621,USA,17-01-2023 00:54,Other,Steve Frick,4436
595956,1501,USA,17-01-2023 01:40,App,Kyung Tseng,3537
1524999,333,Germany,17-01-2023 23:25,Other,Valarie Franco,1766
295823,1085,Spain,18-01-2023 00:11,Other,Violeta Benitez,2562
1088292,337,Singapore,18-01-2023 00:20,Whatsapp,Eric Natividad,3551
1131650,1676,Austria,18-01-2023 23:08,Whatsapp,Frederique Citeaux,3121
441275,685,Australia,18-01-2023 23:36,Other,Matti Karttunen,7319
585827,156,France,18-01-2023 23:38,Website,Elizabeth Devon,3966
655800,672,USA,18-01-2023 23:39,Whatsapp,Julie Brown,6855
1612028,1167,USA,18-01-2023 23:58,Whatsapp,Steve Frick,9324
1026131,1642,Italy,19-01-2023 00:26,Website,Sean Connery,2027
363155,416,India,19-01-2023 00:56,Whatsapp,Julie Murphy,3033
28841,954,India,19-01-2023 01:08,App,Maria Larsson,8558
1666083,1307,France,19-01-2023 01:08,Other,Mary Saveley,4117
471801,878,India,19-01-2023 01:26,Website,Valarie Nelson,1740
10922,7,Singapore,19-01-2023 22:33,App,Kyung Yu,3157
33662,1381,USA,19-01-2023 23:07,Website,Valarie Nelson,8214
1599786,821,Italy,19-01-2023 23:25,App,Helen Bennett,480
894938,1376,USA,19-01-2023 23:29,App,Eric Natividad,7358
219884,802,France,19-01-2023 23:41,Whatsapp,Kalle Suominen,2233
1036614,898,USA,20-01-2023 00:00,Whatsapp,Daniel Da Cunha,4272
1214613,1563,Norway,20-01-2023 01:51,Website,Rosa Hernandez,2322
742561,1509,USA,20-01-2023 22:39,Whatsapp,Maria Hernandez,1879
149877,978,USA,20-01-2023 23:29,Other,Eric Natividad,5106
560929,995,France,21-01-2023 00:03,Other,William Brown,2792
929955,349,Denmark,21-01-2023 23:42,Website,Valarie Nelson,3242
446644,1728,France,22-01-2023 00:15,App,Veysel Oeztan,8854
666564,1217,USA,22-01-2023 00:21,Other,Valarie Nelson,5348
1012304,1253,USA,22-01-2023 00:24,Website,Sue Frick,6132
1558891,1358,Australia,22-01-2023 00:28,Other,Mory Kentary,9227
1666505,1736,USA,22-01-2023 01:21,App,Valarie Thompson,2955
997669,475,USA,22-01-2023 23:19,App,Valarie Young,4684
1477894,1834,Australia,22-01-2023 23:33,Website,Sue Frick,9471
1648466,842,France,22-01-2023 23:47,Whatsapp,Julie Young,3076
98968,215,USA,23-01-2023 00:13,App,Maria Larsson,2161
13586,26,France,23-01-2023 00:17,App,Adrian Huxley,321
1039541,694,Finland,23-01-2023 00:23,Other,Kwai Yu,8648
1646954,275,Italy,23-01-2023 00:34,Website,Arnold Cruz,4944
752092,62,USA,23-01-2023 01:07,App,Valarie Nelson,9268
36759,1667,France,23-01-2023 01:33,Whatsapp,Daniel Da Cunha,6587
520860,848,USA,23-01-2023 22:39,App,Daniel Da Cunha,7161
1599039,1483,USA,23-01-2023 22:54,Whatsapp,Michael Donnermeyer,9658
1365205,298,Spain,23-01-2023 22:59,Website,Sue Taylor,7140
661382,1488,USA,23-01-2023 23:14,Whatsapp,Leslie Murphy,970
151991,1361,Spain,23-01-2023 23:24,Whatsapp,Tony Calaghan,1045
781125,1723,Spain,24-01-2023 00:58,Other,Elizabeth Devon,3855
373284,879,USA,24-01-2023 22:51,Website,Valarie Young,4368
477337,178,India,24-01-2023 22:55,App,Diego Freyre,8277
876685,1061,Finland,24-01-2023 23:39,Website,Marie Bertrand,3507
848551,330,India,25-01-2023 00:12,Whatsapp,Jeff Young,6624
1348880,735,India,25-01-2023 00:31,Whatsapp,Annette Roulet,9491
1612026,730,Austria,25-01-2023 01:29,App,Jose Pedro Roel,5053
1448727,1583,Singapore,25-01-2023 01:53,Whatsapp,Miguel Barajas,8355
1427947,823,France,25-01-2023 02:12,Website,Janine Labrune,4859
482555,506,USA,25-01-2023 16:44,App,Sean Connery,6355
1218374,1511,USA,26-01-2023 00:03,App,Valarie Nelson,44
525192,1484,USA,26-01-2023 00:09,Other,Jonas Bergulfsen,2431
506560,301,India,26-01-2023 00:20,App,Anna O'Hara,2071
216256,1521,USA,26-01-2023 00:34,App,Christina Berglund,3720
1487293,1157,Singapore,26-01-2023 01:15,Whatsapp,Julie Brown,2092
88069,61,Spain,26-01-2023 01:29,Other,Juri Hirano,8410
1277957,1687,Australia,26-01-2023 01:43,Website,Jan Klaeboe,2062
1534392,112,USA,26-01-2023 23:02,Website,Diego Freyre,2347
1242726,724,USA,26-01-2023 23:36,Website,Mary Saveley,3036
1104723,584,USA,26-01-2023 23:40,Website,Arnold Cruz,1066
1443815,623,India,26-01-2023 23:58,App,Anna O'Hara,9333
106529,723,Denmark,27-01-2023 00:01,Other,Valarie Nelson,6130
1259418,1199,Italy,27-01-2023 00:21,App,Henriette Pfalzheim,7775
1423052,536,Germany,27-01-2023 00:58,Website,Juri Hirano,8357
937222,1095,India,27-01-2023 01:04,Other,Elizabeth Devon,2890
556001,395,India,28-01-2023 00:18,Other,Juri Hirano,8901
867382,1007,USA,28-01-2023 00:35,Website,Catherine Dewey,2855
621177,1452,France,28-01-2023 00:41,App,Catherine Dewey,2907
636616,51,USA,28-01-2023 23:33,Website,Adrian Huxley,5103
722572,1948,USA,28-01-2023 23:35,Other,Juri Yoshido,1207
50199,105,USA,29-01-2023 01:26,Whatsapp,Adrian Huxley,8898
638044,255,Italy,29-01-2023 23:33,Other,Giovanni Rovelli,8196
864744,709,France,29-01-2023 23:39,Other,Wing C Tam,2914
85897,948,Finland,29-01-2023 23:39,Website,Marie Bertrand,4650
1253641,786,Denmark,30-01-2023 01:50,Website,Allen Nelson,2881
268063,775,Singapore,30-01-2023 01:58,Whatsapp,Eric Natividad,4938
226876,150,USA,30-01-2023 22:50,App,Valarie Nelson,17
1541893,1860,Spain,30-01-2023 23:40,Website,Mart¡n Sommer,1027
283610,1401,Finland,30-01-2023 23:52,Whatsapp,Roland Mendel,3862
417779,1473,USA,31-01-2023 00:40,Other,Valarie Nelson,9335
1218457,870,India,31-01-2023 00:48,App,Georg Pipps,7602
1557337,508,Switzerland,31-01-2023 00:49,App,Peter Ferguson,4679
1026611,899,USA,31-01-2023 00:58,Website,Diego Freyre,2950
273923,1911,Australia,31-01-2023 00:58,Website,Kyung Yu,4736
577243,1283,USA,31-01-2023 01:24,Other,Rosa Hernandez,4138
408798,1293,USA,31-01-2023 01:32,Whatsapp,Valarie Young,9889
1192105,1143,Italy,31-01-2023 23:56,Whatsapp,Victoria Ashworth,2021
1185440,1509,USA,01-02-2023 00:17,App,Thomas Hardy,2567
1149537,158,USA,01-02-2023 00:20,Website,Steve Frick,2663
1254623,1234,USA,01-02-2023 00:27,Whatsapp,Veysel Oeztan,3138
1385745,1686,France,01-02-2023 01:28,Other,Diego Freyre,5128
1163316,863,Ireland,02-02-2023 00:30,Website,Janine Labrune,5671
971123,197,USA,02-02-2023 00:32,Whatsapp,Diego Freyre,4194
1335543,1191,Australia,02-02-2023 00:54,Website,Elizabeth Devon,2295
426461,254,France,02-02-2023 01:50,Whatsapp,Diego Freyre,6998
1319964,281,USA,02-02-2023 23:45,Website,Juri Yoshido,2954
115590,517,Australia,02-02-2023 23:52,Other,Michael Holz,9953
197952,1843,USA,03-02-2023 00:26,App,Akiko Shimamura,1453
401887,376,India,03-02-2023 01:12,Whatsapp,Jytte Petersen,9941
1528540,913,USA,03-02-2023 01:54,Whatsapp,Kwai Yu,9004
290270,1955,Spain,03-02-2023 01:54,App,Michael Holz,2355
134419,628,France,03-02-2023 22:55,Website,Jesus Fernandez,2768
1538360,1824,USA,03-02-2023 23:01,Whatsapp,Valarie Nelson,4448
673115,1619,USA,03-02-2023 23:13,Whatsapp,Marie Bertrand,3556
691946,455,Germany,03-02-2023 23:46,Whatsapp,Michael Holz,1893
1354438,1076,India,03-02-2023 23:46,App,Diego Freyre,4766
1640444,823,France,03-02-2023 23:54,Website,Valarie Nelson,6055
1654344,1851,Spain,04-02-2023 00:50,App,Dominique Perrier,1085
1289179,65,Spain,04-02-2023 01:04,Website,Julie King,2409
178044,1576,USA,04-02-2023 01:22,Whatsapp,Georg Pipps,8097
1257018,87,India,04-02-2023 01:30,App,Maurizio Moroni,8149
448164,1502,Spain,04-02-2023 01:35,Other,Mory Kentary,3869
1642677,387,Australia,04-02-2023 23:10,App,Maria Hernandez,8906
1042847,1524,France,04-02-2023 23:32,Website,Julie Young,2979
347302,1997,Spain,05-02-2023 00:12,Whatsapp,Mary Saveley,4850
603880,1516,Norway,05-02-2023 01:37,Website,Anna O'Hara,4019
1669358,351,Australia,05-02-2023 01:52,Website,Janine Labrune,462
1183427,857,USA,05-02-2023 22:35,Website,Valarie Young,3095
188610,1057,Spain,05-02-2023 23:44,App,Dean Cassidy,597
57478,1004,USA,06-02-2023 00:03,Other,Martine Rance,7689
1485067,1608,USA,06-02-2023 00:09,Whatsapp,Maurizio Moroni,3382
1585229,187,France,06-02-2023 00:16,App,Marta Hernandez,7994
588451,1647,USA,06-02-2023 00:26,Whatsapp,Jan Klaeboe,987
1460925,1141,France,06-02-2023 00:27,App,Ann Brown,2472
844829,1597,Denmark,06-02-2023 00:33,Website,Julie King,6954
1249517,1371,USA,06-02-2023 00:36,Whatsapp,Diego Freyre,985
642754,542,Australia,06-02-2023 00:40,Whatsapp,Sue Frick,4849
1512481,1560,Singapore,06-02-2023 00:54,Other,Paul Henriot,1363
34504,915,France,06-02-2023 00:55,Other,Diego Freyre,9163
631384,1975,USA,06-02-2023 01:19,App,Diego Freyre,5484
1062871,1248,USA,06-02-2023 01:25,Website,Catherine Dewey,6459
268811,519,France,06-02-2023 01:33,Other,Jose Pedro Roel,9147
283066,956,France,06-02-2023 01:53,App,Allen Nelson,5819
501314,319,India,06-02-2023 22:49,Website,Kwai Yu,2512
1337570,143,USA,06-02-2023 23:10,Whatsapp,Violeta Benitez,518
386283,190,France,06-02-2023 23:45,App,Frederique Citeaux,8183
1273432,1216,Australia,06-02-2023 23:47,Other,Thomas Hardy,3235
592435,1386,Austria,06-02-2023 23:52,Whatsapp,Mart¡n Sommer,2381
1024120,1323,Switzerland,07-02-2023 00:48,Website,Sue Taylor,2228
487191,404,Germany,07-02-2023 00:58,Whatsapp,Jose Pedro Roel,4492
1369791,588,Italy,07-02-2023 01:07,App,Kee Kuo,6758
1478839,896,Australia,07-02-2023 01:43,Website,Julie King,6444
1499914,684,Finland,07-02-2023 22:41,Whatsapp,Diego Freyre,7716
55920,769,France,07-02-2023 23:14,Other,Julie Young,9946
1508707,376,India,07-02-2023 23:22,App,Kwai Yu,8491
109547,1223,USA,08-02-2023 00:10,App,Anna O'Hara,719
1190887,942,USA,08-02-2023 00:23,Website,Elizabeth Devon,2060
1081894,787,Austria,08-02-2023 01:35,Other,Julie Young,5113
641966,1767,France,08-02-2023 01:37,Whatsapp,Diego Freyre,3140
1272986,1475,Spain,08-02-2023 01:38,App,Maria Larsson,4629
689972,916,France,08-02-2023 01:49,Other,Elizabeth Devon,2682
568627,428,Australia,08-02-2023 23:01,Whatsapp,Victoria Ashworth,8884
1288732,354,India,08-02-2023 23:14,Whatsapp,Sue King,1265
1242334,701,India,08-02-2023 23:15,Website,Diego Freyre,4664
893103,1877,Spain,08-02-2023 23:33,Other,Valarie Nelson,1604
633156,990,Germany,09-02-2023 00:04,App,Juri Yoshido,9361
513459,961,USA,09-02-2023 00:06,Other,Mart¡n Sommer,9907
585616,318,India,09-02-2023 00:24,Other,Valarie Thompson,7526
165318,1759,Spain,09-02-2023 00:50,Website,Diego Freyre,3573
1605700,1574,Austria,09-02-2023 01:00,Other,Paul Henriot,2305
587721,417,France,09-02-2023 01:38,Other,Sue King,1430
1098350,1983,Spain,09-02-2023 01:39,Website,Kyung Yu,7342
1292922,27,USA,09-02-2023 01:47,App,Victoria Ashworth,1646
1115759,378,Switzerland,10-02-2023 00:06,Website,Marta Hernandez,6504
564478,1827,USA,10-02-2023 00:29,Other,Tony Calaghan,4891
92317,820,Italy,10-02-2023 01:26,Website,Francisca Cervantes,6790
1329378,985,USA,10-02-2023 23:33,Website,Veysel Oeztan,5704
1044744,1780,Singapore,11-02-2023 00:03,Website,Veysel Oeztan,5782
1337603,1915,USA,11-02-2023 00:15,App,Rosa Hernandez,5719
1186707,1512,Denmark,11-02-2023 00:21,Website,Mary Saveley,2061
1240090,319,India,11-02-2023 00:23,App,Valarie Young,286
131508,140,USA,11-02-2023 00:50,Website,Leslie Murphy,2656
885377,1622,France,11-02-2023 00:54,Other,Maria Larsson,7139
432633,1738,France,11-02-2023 01:11,Website,Michael Holz,9557
133285,516,France,11-02-2023 01:24,Other,Mary Saveley,7837
1617524,34,Australia,11-02-2023 23:42,Other,Valarie Nelson,1527
82480,1899,USA,11-02-2023 23:52,Website,Maria Hernandez,3220
781771,1377,Germany,12-02-2023 00:10,Other,Sue King,9605
671598,342,India,12-02-2023 00:39,Website,Valarie Nelson,8711
1269964,1035,India,12-02-2023 00:40,Whatsapp,Giovanni Rovelli,9940
432167,1543,USA,12-02-2023 00:41,Website,Sue King,3319
304668,835,Australia,12-02-2023 00:44,App,Mart¡n Sommer,3450
198251,1589,USA,12-02-2023 00:44,Website,Valarie Nelson,8821
691913,1566,USA,12-02-2023 01:08,Whatsapp,Kyung Yu,6689
493809,799,USA,12-02-2023 02:00,Whatsapp,Jeff Young,8809
1250394,1969,Spain,13-02-2023 00:24,App,Sue Frick,9703
435768,74,USA,13-02-2023 00:32,Whatsapp,Henriette Pfalzheim,5262
506188,515,Spain,13-02-2023 00:36,Other,Diego Freyre,2177
740564,569,USA,13-02-2023 00:48,Whatsapp,Adrian Huxley,1398
483229,577,France,13-02-2023 01:07,App,Jeff Young,1958
1202375,1662,Australia,13-02-2023 01:16,Whatsapp,Valarie Young,2832
1017548,187,France,13-02-2023 01:23,Website,Tony Calaghan,7555
950345,608,Denmark,13-02-2023 02:00,Other,Jeff Young,4841
1312635,55,Denmark,13-02-2023 23:45,Website,Elizabeth Lincoln,2981
1373414,613,India,13-02-2023 23:46,Whatsapp,Diego Freyre,5539
464531,1153,Italy,14-02-2023 00:30,Other,Maurizio Moroni,4951
1069023,739,India,14-02-2023 00:41,App,Valarie Nelson,4804
1184082,312,Italy,14-02-2023 00:57,Other,Jeff Young,734
1127303,1778,USA,14-02-2023 00:58,Other,Sue King,866
142160,1976,Spain,14-02-2023 01:03,Website,Paul Henriot,7114
1373323,1893,Australia,14-02-2023 01:08,App,Valarie Nelson,8546
1290448,1083,Spain,14-02-2023 01:35,Whatsapp,Diego Freyre,9507
807901,768,USA,14-02-2023 01:37,Other,Elizabeth Devon,1538
1383688,271,USA,14-02-2023 01:50,Other,Steve Frick,240
466869,1984,Australia,14-02-2023 14:20,Other,Valarie Franco,660
347036,1424,Spain,14-02-2023 22:47,Website,Sean Connery,1632
1110547,1438,Singapore,14-02-2023 22:55,Whatsapp,Diego Freyre,8840
391706,1840,USA,14-02-2023 23:03,App,Sue Frick,5396
365101,1475,Spain,14-02-2023 23:04,App,Julie Brown,433
1513980,1164,USA,14-02-2023 23:42,Website,Diego Freyre,5236
725071,1825,Australia,15-02-2023 00:32,Whatsapp,Veysel Oeztan,8859
734468,83,Italy,15-02-2023 00:55,Website,Kwai Yu,5705
366083,1680,USA,15-02-2023 01:12,Other,Sean Connery,8672
569318,30,France,15-02-2023 01:30,Other,Giovanni Rovelli,3887
845718,90,USA,15-02-2023 23:01,Other,Valarie Young,1208
1345016,1994,Singapore,15-02-2023 23:37,Website,Giovanni Rovelli,9058
127157,532,USA,15-02-2023 23:57,App,Eric Natividad,2367
1347929,105,USA,16-02-2023 00:21,Website,Juri Hirano,5624
529245,650,France,16-02-2023 00:23,Whatsapp,Eric Natividad,1465
195704,1260,France,16-02-2023 00:25,Whatsapp,Palle Ibsen,6946
1579155,796,Finland,16-02-2023 00:54,App,Julie Brown,799
457874,1467,USA,16-02-2023 01:04,Whatsapp,Valarie Nelson,3337
416161,1030,India,16-02-2023 01:13,Website,Wendy Victorino,5555
969765,850,USA,16-02-2023 01:46,App,Valarie Nelson,3206
1564843,1271,France,16-02-2023 01:53,Other,Giovanni Rovelli,2114
1102470,1686,France,16-02-2023 23:38,Whatsapp,Christina Berglund,7654
502404,62,USA,16-02-2023 23:51,App,Marta Hernandez,3368
1292166,758,USA,17-02-2023 00:03,Other,Violeta Benitez,7030
28318,983,USA,17-02-2023 00:49,Website,Adrian Huxley,5284
461537,1833,Singapore,17-02-2023 01:44,Whatsapp,Jeff Young,8344
1543099,1489,Spain,17-02-2023 22:44,Whatsapp,Roland Mendel,5530
1311384,1796,Denmark,17-02-2023 23:34,Website,Eduardo Saavedra,5286
1376176,1887,Spain,17-02-2023 23:46,Website,Diego Freyre,9141
4801,945,France,18-02-2023 00:23,Other,Martine Rance,4674
14287,1552,Italy,18-02-2023 00:34,Other,Janine Labrune,1628
273538,1944,Spain,18-02-2023 23:43,Other,Wendy Victorino,5193
1083336,441,USA,19-02-2023 00:07,Website,Diego Freyre,5859
1290759,497,USA,19-02-2023 00:53,Website,Valarie Thompson,6538
510973,679,Singapore,19-02-2023 01:04,Other,Giovanni Rovelli,7192
343003,1880,Spain,19-02-2023 01:16,Website,Giovanni Rovelli,7628
85142,1794,Australia,19-02-2023 02:16,Website,Sue Frick,1569
1641043,42,Spain,19-02-2023 23:02,Other,Kwai Yu,8182
218379,831,Italy,19-02-2023 23:18,App,Georg Pipps,8241
408889,751,India,20-02-2023 00:01,App,Victoria Ashworth,8398
361964,147,USA,20-02-2023 00:36,App,Kyung Yu,2602
1355256,332,India,20-02-2023 00:39,Whatsapp,Jan Klaeboe,2173
846209,1271,France,20-02-2023 00:58,Website,Julie Brown,9945
21461,975,France,20-02-2023 23:40,Website,Tony Calaghan,5888
737066,744,Finland,21-02-2023 00:20,Other,Valarie Nelson,9597
717493,180,USA,21-02-2023 00:53,Other,Victoria Ashworth,1788
674745,613,India,21-02-2023 01:01,Whatsapp,Jeff Young,4027
1237283,1263,USA,21-02-2023 01:19,Other,Victoria Ashworth,3809
260991,1916,Switzerland,22-02-2023 00:19,Website,Matti Karttunen,8257
172114,264,USA,22-02-2023 00:22,Whatsapp,Michael Frick,5214
1224367,1608,USA,22-02-2023 00:29,App,Wing C Tam,3078
701790,1704,USA,22-02-2023 00:40,Whatsapp,Diego Freyre,4202
794975,738,France,22-02-2023 01:24,App,Anna O'Hara,1230
457087,66,Australia,22-02-2023 23:18,Website,Matti Karttunen,1838
1485939,899,USA,23-02-2023 00:00,Whatsapp,Laurence Lebihan,902
1404328,1469,Italy,23-02-2023 00:20,App,Giovanni Rovelli,4532
1310379,390,India,23-02-2023 00:44,Website,Annette Roulet,9158
28720,725,USA,23-02-2023 00:53,Whatsapp,Paolo Accorti,405
